Bunnik;0;0;0;-;-;-;0;0;0;0.1;0;0;-;0.2;0;0.1;0;0;0.1;0;-;-;0;0;0;0;0;-;-;0;0;-;-;0;0;-;0;-;0;0;0;-;0.2;0;-;0;0;0;-;-;0;0;-;-;0;0;-;0;-;-;1.2;0;0;0;0;0;-;0;-;-;0;0;-;0;-;-;0;0;0;0;-;0;-;0;0;0;0;0;0;0;0;0.1;0;-;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0;-;0;-;0;-;-;0;0;0;-;0;0;0;0;-;-;-;-;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0.6;0;-;0;0;0;0;0;-;-;-;-;-;0;0;-;0;0;0;0;-;0;0;-;0;0;0;0;0;0;0;0;0;-;0;0;0;-;0;-;0;0;0;0;-;-;-;0;-;0;-;0;-;-;-;0;-;0;0;0;0;0;0;0;0;0;0;0.1;0;0.1;0;-;0;0;0;-;-;0;0;-;-;0;0;0;-;0;0;-;-;0;0;-;0;0;0;0;0;0;-;0;0;0;-;-;0;0;0;0;-;0;0;-;0;0;0;0;0;0;0;0;0;0;0;-;-;0;-;0;0;0;0;0;0;0;-;-;0;0;0;0;0;-;0;0.1;0;0;0;0;-;0;0;0;-;0.1;-;0;-;-;-;0;0;0;0;-;0;0;-;-;0;-;0;-;1;0.2;-;-;-;-;0.1;0;0;0;0;0;-;0.1;0;-;-;0;0;-;0;0;0;-;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0;0;0;0.4;-;-;-;0;0;-;0;0;0;0;0;0;-;0;0.3;0;0;-;-;0;0;0;0;0;0;-;-
Bunschoten;-;-;0;0;0;0;-;0;0;0.4;0;-;0;1;0;0.1;0.1;-;0;0;0;-;0.2;-;0.1;0;-;0;-;0;0;-;-;0;0;0;-;-;0;0;0;-;0;0;0;0;0;0;-;-;0;-;0;-;0;0;-;0;0;-;0;5.4;0;0;0;0;0;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;-;0;0.1;0;-;-;-;0;0;0;0;0;0;0.1;0;0;0;0;-;0;0;0;-;-;0;0;-;-;0;0;-;-;0;-;0;-;-;-;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0;0;0;0;-;0;0;-;0.1;0;0;0;0;0;-;0;0.1;0;0;0;0;0;0;-;0;-;-;0;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;-;0;0;-;0;-;0;0;0;-;0;0;0;-;0;-;0;-;0;0;0;0;-;-;-;0;0;0;-;0;0;0;0;-;-;0;0;0.4;0;-;0;0;0;0;-;0;-;0;0;-;0;0;0;0;0;-;0;0;0;-;-;0;0;-;0;0;-;0;0;0;0;0;-;0;0.1;-;0;0;0;-;0;0;0;0;0;0;0;0;0;-;0;-;-;0;-;0;0;-;0;-;-;0;-;0;0;-;0;0;0;-;0;0.2;0;0;0;0;-;0;0;0;-;0;0;0;0;0;-;0;-;0;0;0;0;0;0;0;0;0;0;0;0.1;0;-;0;-;0;0;-;0;0;0;0;0;0;0;0;-;0;0;-;0;0;0;-;0;0;0;-;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0;-;0.3;0;0;0;-;0;0;0;0;0;0;0;-;-
Buren;0;0;-;0;-;-;0;0;0;0;0;-;-;0;0;0;0;-;0.1;0;-;-;0;0;0;-;0;-;-;0;0;-;-;-;-;0;0;-;0;0;-;-;0;-;-;-;-;0;-;-;-;-;-;0;-;0;-;0;0;-;0;0;2.7;0;-;-;0;-;-;0;0.2;-;-;0;-;-;0;-;-;0;0;0;-;0;0;0;-;0;0;0;-;0.1;0;-;-;0;0;0;0;-;0;0;0;-;-;-;-;0;0.3;0;0;0;0;-;0;-;0;0;-;-;0;0;0;0;-;-;0;-;0;-;0;0;0;-;0;0;-;-;-;-;0;0;0;-;-;-;0;0;-;0;-;0;0;0;0;-;-;0;0;0;-;-;0;0;0;-;0;0;-;-;-;-;-;0;0;-;0;-;0;0;0;-;-;0;-;0;0;-;0;-;0;0;-;0;0;0;-;-;0;0;0;0;-;0;0;-;0;0;-;-;-;-;-;-;-;-;-;-;0;-;0;0;0;0;0;-;0;0.4;-;0;0.1;0;-;0;0;-;-;0;-;-;-;0;-;-;0;0;-;0;-;0;0;-;0;-;-;-;-;-;0;0;0;-;0;0;0.1;0;-;-;0;0;0;0;-;0;0;-;0;0.1;-;0;0;-;0;0;0;0;0;-;-;-;-;0;0;-;0;-;-;0;-;0;0;-;0;-;-;0;0;0;-;0;-;-;-;0;0;-;-;0;-;0;-;-;0;-;0;0.7;0;-;0;0;-;0;0;-;-;-;0.1;0;-;-;0;0;0.1;-;0;-;-;0;0;0;0;-;-;-;-;-;-;-;0;0;0;0;0;-;-;0;0;0;0.1;-;0;-;-;-;0;0;-;0.1;-;-;-;0;0;-;0;0;0;0;-;0;-;0;0;0;0;-;0;0;0;-;0;0;0;-;-
Bussum;-;-;0;-;0;0;-;0;0;0.7;0;-;-;0.2;0;0.4;0;-;0;0;0;-;0.1;0;0;-;-;0;-;-;-;-;-;-;0;0;0;-;0;0;0;-;0;0;-;0.1;0;0;-;-;0;0;-;0;-;0;0;-;-;0;0;0;0;3.2;0;0;0;-;-;-;0;0;-;0;0;0;0;0;-;-;0;-;0;0;-;0;0;-;0;-;0;0;0.1;-;0;-;0;0;0;0;0;0;0;0;-;-;-;-;0;0;0;-;-;-;-;-;0;0;0;-;0;0;-;0;0;0;-;0;0;0;0;-;-;0;0;-;-;0;0;0;-;0;0;0;-;0;0;0;-;0;0;0;0;-;0;0;-;0.9;0;0;-;-;0;-;0;0.8;-;0;-;0;-;0;0;0;-;-;0;-;0;0;0;0;0;0.2;-;0;0;-;0;0;0;0.1;-;0;0;0;0;-;0;-;0;0;-;-;0;-;-;0;-;-;-;0;-;-;0;0;0;0;-;-;0;0;-;0;-;0.1;0.7;0;-;-;-;0;0;0;0;-;-;0;0;-;-;0;-;0;-;-;0;0;0;-;-;-;0;0;-;0;-;0;0;0;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;-;-;0;0;-;0;-;-;0;0;0;0;-;-;0;-;-;0;-;-;-;-;-;-;0;0;-;0;-;-;0;0;0.1;-;-;0;-;-;0;-;0;-;0.1;0;0;0;-;0;0;0;0;0;0;0;-;-;-;0;0;0;0;0.2;0;-;-;-;-;0;-;-;-;0;0;0;0;0;-;-;0;-;-;0;0;0;0;-;-;0;0;0;-;0.2;-;0;0;-;-;0;-;0;0;0.2;0;-;-;-;0;0;0;0;-;0;0;0;-;-;0;0;-;0;-;-;0;-;0;-;0;0;-;-
Capelle aan den IJssel;0;0;0;-;0;0.2;0.2;0;0;0.1;0.3;0;0;0.1;0.1;0.3;0;0;0;0;0;0;0;0.4;0;0;0;0;-;0;0.1;0;0;0;0.1;0;0;0.1;0;0;0;-;0;0.1;0;0;0;0.1;0;-;0;0;0;0;0;0.3;0;0;0;-;0;0;0;0;7.9;0;0;0;0.1;0;0;0;0;0.3;0;-;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;-;0.1;0;0;0;0;0;0;0.1;-;0;0;0;0;0;0;0;0;0;0.1;0;0;0.1;0.7;0;-;0.9;0;0;0;0;0;0;0.1;-;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.3;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.1;1.6;-;0;0;0;0;0.6;0;0;0;0;-;0.2;0;0.2;0;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;-;0;0;0;0;0;0;0;0.1;0.1;0;0;-;0;-;0;0.4;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.1;-;0;0.3;0;0;0.2;0;0;0.2;0;0;0;0;0;-;0;0;0;0.5;-;0;0.1;-;0;0;0.1;6.5;0;0;0;0;-;0.5;-;0;0;0.1;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;-;-;0;0.1;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;0;-;0;0.1;0;0;0;0;0;0;0;0;-;0;0;0;0.5;0;0;1.7;0;0;0;0.3;0;-;-
Castricum;-;-;0;-;-;-;-;0.5;-;0;0;-;-;0;0;0.1;0;-;-;-;-;-;-;0;-;-;-;0;-;-;-;-;-;0.2;-;-;-;-;-;-;0.2;-;-;0;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;0;-;4.2;-;-;-;-;0;-;-;0;-;-;0;0;-;-;-;-;-;0;0;-;0;-;-;-;0;0;-;-;0;-;0;-;0;0;-;0;-;0;-;0;0;-;-;-;0;-;0;0;-;-;-;-;0;0;-;0;0;0;-;-;-;-;0;0;0;-;0;-;-;-;-;0;0.4;-;-;-;0.2;-;-;0.5;0;-;0;-;-;-;-;-;-;0;-;0;-;0;0;-;0;-;0;0;0;-;0;0;-;-;-;0;0;-;-;-;-;-;0;0.1;-;-;-;-;0;0;0;-;-;0;-;-;0;-;-;0;-;-;0;-;-;-;-;-;-;0;-;-;0;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;0;-;-;-;0;-;-;0;-;0;-;0;0;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;-;0;-;0;-;-;-;-;0;-;0;-;-;-;-;-;0;0;0;-;-;0.1;0;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;0;-;0;-;0;-;0;-;0;-;-;0;0;0;0;0;-;-;0;-;-;-;0.4;0;-;0;0;-;-;-;-;-;-;0;0;0.1;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;0;-;0;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;0.2;-;0;-;0;0;-;-;0;0;0;0;-;-;-;0;0;-;-
Coevorden;0;-;-;-;0;-;-;0;0;0;0;-;-;0;-;0;0;-;0;0.1;-;-;-;-;0;0;-;-;-;0;-;-;-;-;0;0;0;0;-;-;-;-;0;-;-;-;-;-;-;-;0.2;0;0;-;-;0;-;0;0;-;-;-;0;-;-;-;5;-;-;-;-;0;-;0;0;-;0;-;0;0;0;-;0;-;-;0;0;-;-;-;-;0;-;0;-;-;0;0;2.1;-;0;0;-;0;-;0;0;0;-;-;-;-;-;0;-;-;-;-;0;-;-;-;0;0.1;0;-;-;0;0;0;0;0;0.6;0;-;0;-;0;0;-;0;0;0;-;-;-;0;0;-;0;-;0.1;0;-;0;-;-;0;0;0;0.4;0;0;-;-;-;-;-;-;0;-;-;-;0;-;-;-;-;-;-;-;-;0;-;0;-;0;0;0;-;-;0;0;0;-;0;-;0;0;-;-;0;0;-;-;-;-;0;-;0;-;-;-;0;0;-;-;0.2;-;-;0;-;-;-;-;-;-;-;0;-;-;0;-;0;0;-;0;0;-;-;-;-;-;-;-;-;0;0;0;0;0;-;-;-;0;-;-;0;0;-;-;-;-;-;0;-;-;0;-;-;0;0;0;-;0;-;0;-;-;-;0;-;-;-;0;0;0;-;-;0;-;0;-;-;-;-;0;0;-;-;-;-;-;0;0;-;0;-;-;-;0;0;0;-;-;0;-;-;-;0;-;-;0;-;-;0;0;0;0.1;0;0;-;-;-;0;-;0;0;-;-;0;0;0;-;-;-;0;0;0;0;-;0.1;-;-;-;-;-;-;-;-;0;-;0;-;-;-;-;-;-;0.1;0;-;0;-;0;0;-;0;0;-;-;-;0.1;-;0;-;0;0;-;-;-;0;0;-;0;-;0;0;-;0;0;-;0.1;-;-
Cranendonck;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;-;0;-;0;0;-;-;0;-;0;-;0;-;-;0;0;-;0;-;0;-;0;-;-;-;-;-;0;-;-;-;0;-;-;0;-;0;0;0;-;-;0;0;-;-;-;-;-;-;-;3.6;-;0;-;-;-;0;-;0;0;0;-;-;-;-;-;-;-;0;-;-;-;0;-;-;-;-;0;0;0.2;0;0;-;0;-;-;0;-;0;-;-;-;0;0;0;-;0;-;-;0;-;0;-;-;0;-;0;-;0;-;0;0;-;-;0;-;-;-;-;-;-;-;-;-;-;-;0;0.2;-;-;-;-;0.1;-;-;0;-;0;-;0;-;-;-;-;-;-;0;0;-;0;-;-;-;-;-;0;-;-;-;-;0;-;0;-;-;-;-;-;-;-;-;-;-;0;-;0.1;-;-;-;-;-;0;-;-;-;-;0;0;0;-;0;-;-;-;-;-;-;0;-;0;-;-;-;0;-;-;-;-;-;-;-;-;0.2;-;0;-;-;0;-;0;-;-;-;0;-;0;-;0;0;-;-;-;-;-;0;-;0;-;-;-;-;0;-;0;-;0;-;-;-;0.1;-;0;-;-;-;-;-;-;0;0;-;-;-;-;-;0;0.1;-;0;0;-;0;-;-;-;-;-;0;0;0;-;0;0;0;0;0;-;-;-;-;-;0.2;0;-;-;-;-;0;-;0;0;-;-;0;-;-;-;-;0;0;-;-;0;-;-;0;-;-;-;0;-;0;-;0.1;-;-;-;0;0;0;0;0;-;-;-;-;0;-;0;-;-;0;0;0;-;0;0;-;0.7;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;0;0;-;-;0;-;-;-;-;-;0;-;-;-;0;-;-
Cromstrijen;-;0;0;-;-;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;-;-;0;0.1;-;-;-;-;-;-;-;0;-;-;0;-;-;0;0;-;0;-;0;0.3;-;-;0;0;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-;-;0;-;-;-;1.5;-;-;-;-;0;-;-;0;-;-;-;0;0;-;0;-;0;-;-;-;-;-;0;-;-;-;-;0;-;-;-;-;0;0;0;-;-;-;0;0;-;-;-;-;-;0.1;-;0;-;0;-;-;0;-;-;-;-;-;0;0;-;0;0;-;-;0;-;-;0;-;0;0;-;-;-;-;-;-;0;0;0;0;-;0;-;0;-;-;0;-;-;-;-;-;-;0;-;0;0;0;0;-;0;-;-;-;0.3;0;-;-;-;-;-;0;-;-;-;0;-;0;-;0;0;-;0;-;-;-;-;-;0;-;-;-;-;0;0;0;-;-;-;-;-;-;-;-;0;0;-;-;-;0.1;0;0;-;-;-;-;-;0;-;-;0;-;0;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;0;-;0;-;-;-;0.3;0;-;0;-;0;0;0;-;0;-;-;-;0;-;-;-;-;-;0;-;-;0;-;0;0;0;0.2;-;0;0;-;-;0;-;-;-;0;0;-;-;-;-;0;0;-;-;-;-;-;-;0;-;-;-;0.1;-;-;-;0.2;0;0;-;-;0;0;-;0;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;0;0;-;-;0;-;-;0;0;-;-;0;-;-;0;-;-;-;0;-;0;0;-;-;-;0;-;-;-;0;-;0;-;-;-;0;-;-;0;0;-;-;-;-;0;0;-;0;-;0;-;-;0;-;-;0;0;0;-;0;0;-;-
Cuijk;-;0;0;0;0;-;-;0;0;0;0;0;-;0;0;0;0;-;0.1;0;0;-;0;0;0;-;-;-;0;-;-;-;0.1;0;0;0;0;-;0;0.1;0;-;-;0;-;-;-;0;0;-;0;0;0;0.9;0;0;-;0;0;-;0;0;0;-;-;-;0;0;0;4.2;0;-;-;0;0;0;0;-;0;0;0;0;-;0;-;0;0;0;0;0;0;0;-;-;0;-;0.1;-;-;-;0;0;0;0;-;0;0;0;0;0;0;0.4;-;0;0;-;0;0;0;-;0.3;0;0.2;0;-;0;-;0;0;-;0;0;0;0;-;-;-;0;0;0;-;0;0;-;0;0;0;0;-;0.1;-;0;0.1;0.2;0;-;0;-;0;0;0;-;0;0.1;0;-;-;0;0;0;0;0;0;-;-;-;-;0;0.1;-;0;-;-;-;-;0;-;-;0;-;-;0;0;0;-;0.1;-;-;0;0;0;-;-;0;0;0;0;0;0;-;-;0;-;-;-;0;0;0;0.5;0;0;0;0;0;0.2;-;-;0;-;0;0;0;-;0;0.6;0;0;-;0;-;0;-;0;-;0;0;0;0;-;0;0;-;0;0;-;-;-;0;0.2;-;0;-;-;-;0.1;-;0;-;0;-;0;0;-;0;0;-;0;0;0;-;0;0;-;0;-;0;0;0;-;-;-;-;-;-;0;0;-;-;0;0.4;0;0;0;-;-;-;-;-;0;0;0;0;-;-;0;-;0;0;-;0;-;-;0;-;-;0;0;-;0;-;0;0;0.1;0;-;0;0;0;-;0;0;-;0;0;0;0;-;0.2;0.2;0;0;-;-;0;-;-;-;0;0;0;0;0;0;0;-;0;-;0;0;-;0;0;0;-;0;0.2;-;0;-;0;0;0;0;-;-;-;0;0;-;-;-;0;0;0;0;-;-;0;0;0;0;0;0;-;-
Culemborg;0;0;0;-;0;0;0;0;0;0;0;0;-;0.1;0;0.1;0;-;0.1;0;0;-;0;0;0;0;-;0;0;-;0;0;0;0;0;-;0;0;0;0;-;-;0;0;0;0;0;0;-;0;0;-;0;0;0;0;0;0;0;0;0;-;0.5;0;0;0;0;0;-;0;4.2;-;-;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0;0;-;-;0;0;-;0;0;0.1;0;0;0;0;0;0;0;-;-;0;0;0.7;0;0;0;0;0;0;0;0;0.1;0;0;0;0.1;0;0;-;0;0;0;0;-;0;-;0;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;-;-;0;0;0.2;0;0;0.1;0;0;-;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0.2;0;-;0;0;0;0;0;0;0.1;0;-;-;0;0;0;-;0;0;0;0;0;0;-;-;0;0;-;0;0;0;0;0;-;-;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0.1;-;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0;-;-;0;0;0;-;0;0.1;0;0;0;-;0;0;0;0;-;0;0;0;0;-;0;0;-;0;0;0;0;0;0;-;0;0;0;0.1;-;0;0;-;0;0;-;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0;-;0;0;-;0;0;0;-;0;0;-;-;0;0;0.5;0.1;-;0;0;-;0;0;0;0;-;0.5;0;0;0;0;-;0.1;0;0;0;0;0;0;0.2;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0.1;-;0;0;0;0;0;0;0;0;0.1;0;0.1;-;0;0.1;0;0;0;-;0;0;0;0;0;0;-;-
Dalfsen;0;-;-;0;0;0;-;-;0;0;-;-;-;0;-;0;0;-;0;0;0;-;-;0;0;0;-;-;-;-;-;-;0;0;-;0;-;-;-;0;-;0;-;-;-;-;-;0;-;-;0;0;-;-;-;0;-;0;0;-;-;0;-;0;0;-;0;-;0;-;0;4.2;0;-;0;-;0.1;0;0;-;0;-;0;0;-;-;0;-;0;-;0;0;-;-;0;-;0;0;0;-;0;0;0;0;0;0;0;-;0;-;0;-;0;-;-;-;-;-;0;-;0;0;0;0.1;0;-;0;-;0;-;-;-;0.8;0;-;-;0;0;0;-;0;0;-;-;-;-;-;0.1;0;-;0;0;0;-;-;0;-;0;0;-;0.1;0;0;-;-;-;-;-;-;0.1;-;-;-;-;-;-;-;-;0;-;-;-;-;0;0;-;0;0;-;0;0;0;-;0;0;0;-;0;0;-;-;0;0;0;-;-;-;-;-;0;-;-;-;0;0.1;-;-;0;-;-;0;0;0;-;0;0;-;-;-;-;-;0;-;0;0;-;0;0;-;-;-;0;-;-;-;-;0;0;0;0.1;0.6;-;0;-;0;-;-;0;-;-;0;-;-;-;0;0;-;-;0;-;0;0.6;-;-;-;-;0;-;-;0;0;0;-;-;0;0;0;-;-;-;-;0;0;-;0;-;0;0;-;-;-;-;-;0;0;-;0;-;-;-;-;0;0.3;-;-;0.1;-;0;-;0;-;-;-;-;-;0;0;0;0.1;0;0;-;-;-;-;0;0;0;-;-;-;0;-;-;-;-;-;0;-;-;-;0;-;0;-;-;-;0;-;-;0;-;0;-;-;0;-;0;0;0;0;-;0;-;0;0;-;-;-;-;0;0;0.1;-;-;-;0;-;-;0;-;-;0;-;0;-;0;0;0;0;0.1;-;0.5;-;-
Dantumadiel;-;0;-;-;0.2;-;-;-;0;-;-;-;0;0;-;-;0.2;-;0;0;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;0;-;0;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;1.7;-;-;-;0;-;0;-;-;-;0.3;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;0;0;-;-;0.1;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;-;-;-;-;-;-;-;-;0;-;0;0;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;0;-;-;-;-;-;-;0;-;-;-;0;0.1;-;-;-;-;-;-;-;-;-;0;-;0.1;0;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;0;0;0;-;-;0;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;0;-;-;-;-;-;-;-;-;-;0;0;-;0;-;-;-;-;0;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;0;-;-;-;0;-;0;-;-;-;-;0;-;-;0;0.2;-;-;-;-;-;0;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;0;-;-;-;-;0;-;0;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;0;-;-;0;-;-
Delft;0;0;0;0;0;0;0.1;0;0;0.1;0.3;0;-;0.1;0.1;0.6;0;0;0;0;-;0;0;0.2;0;0;-;0;0;-;0;0;0;0;0;0;0;0;0;0;0;-;0;0.1;0;0;0;0.1;0;-;0;0;0;0;0;0.3;0.1;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;19.8;0;0;0;0;-;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;-;-;0;0;0;0;-;0;0;0;0.1;0;0;0;0.2;-;0;5.3;0;0;0;0;0;0;0.2;0;0.1;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.1;0;0.1;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.1;0;0;-;0;0.1;0;0;-;0;0;0.9;0;0;0;0;-;0.6;0.1;0.7;0;0;0;0;0;0;-;0;0;0;-;-;0;0;0;0.4;0;0;-;0;-;-;0;0;0;2.3;0;-;0;0;0;0;0;0;-;0;-;0;0;0;0;0;0;0.1;0;0;0;0.1;0;0;0;0;0.1;0;0;0;-;0;-;-;0;-;0.1;0;0;-;0;0;0.1;-;0;0;0;0;0;0;-;3.4;0;0;0;0;0;0;0;0;0;0.1;0;0;1.4;0;0;0;0;3.5;-;0;0;0;-;0.7;-;0;0;0;0;-;0;0;0;0;0;0;0;0;0;0;-;0.2;0;-;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;-;0.5;0;0;-;0;0;0;0;0;0;0;0;0;0;0.7;0;-;0;0;0;0.1;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;1.3;0;0;0;0;0;0;-;0;0;0.1;-;0;0;0;0.1;0;0;0;0;0;0;0;1.8;0;0;0.2;0;0;0;0.1;0;-;-
Delfzijl;0;-;-;0;0;0;0;0;0;0;0;-;0.1;0;0;0;0;1.2;0;0;-;0;0;0;0;0.1;-;0;-;0;-;-;-;-;0;0;0;0;-;-;-;0;-;0;-;0;0;0;-;0.1;0;-;0;-;-;0;0;-;0;-;-;0;-;-;0;0;0;-;0;-;-;0;0;0;5.3;-;0;0;0;-;0;0;0.1;0;0;-;0;0;-;0;0;0;-;0.4;-;-;0;0;0;0;0;0;0;0;0;0;0;-;0;-;0;-;0;-;0;0;-;0;0;-;-;0;-;0.6;0;-;-;-;0;-;0;0;0;-;-;0.1;0;-;0;0;0;0;0;-;0;-;0;0;0;-;0;-;0;-;0;-;-;0;0;0;0;0.1;0;0;-;0;0;-;0;0;-;0;-;0;-;0;0;-;-;-;-;0;0;-;0;-;0;-;0;-;0;0;-;0;-;0;0;0;0;-;-;0.4;0;-;-;0;0;-;0;0;0;-;0;0.1;0;0;0;0;-;-;0;0;-;-;-;-;-;-;0;-;-;0;-;0;0;0;0;0;0;-;-;-;-;0;0;-;0.5;0;-;0;0;-;-;-;0;-;-;0;-;0;-;-;-;-;0;0;-;0.1;-;0;0;0;-;0;-;-;0;0;0;-;0;0;-;0;-;0;0;-;-;0;0;-;0;0;-;-;-;0;-;-;-;-;-;0;0.3;0;0;0;0;-;0;0.1;-;-;0;0;-;0;0;0;0;0;0;0;0;-;0;0;0;0.1;0;-;0;-;-;0;0;0;-;-;0;0.1;0;0;-;0;0;-;0;-;0;0;-;0;-;-;0;0;-;-;-;0;-;0;0;-;0;0;-;0;-;0;0;0;0;-;0;-;0.1;-;-;0;0;-;-;-;0;0;-;0;0;0;-;0;0;-;0;0;-;0;0;0;0;-;-
Deurne;-;0;-;0;-;-;0;-;0;0;0;-;-;-;0;0;0;-;0;-;0.5;-;-;0;0;-;0;-;0;-;-;0;0.1;-;0;-;0;-;0;0;0;-;-;-;0;-;-;-;0;-;0;-;-;0;0;0;-;-;-;0;-;-;0;-;0;0;-;0;-;0;-;-;-;-;-;6;0;-;-;0;0;0;-;0;-;0;0;0;0;0;-;0;-;-;0;0;0.3;-;0;-;0;-;0;0;-;-;-;0;0;0.1;0.5;0;-;0;-;-;0;-;0;-;0;0;0;0;-;0;0;0;-;-;0;-;0;0;-;-;-;0;0;-;-;0;-;0;0;-;-;0;-;0.9;-;-;0;0;0;-;0;-;0;-;0;-;-;0.4;-;-;-;-;-;-;-;0;0;-;-;-;-;0.2;0;0;0;-;-;-;-;-;0;-;0;-;0;-;0.1;-;-;0;-;-;0;0;0;-;0;0;0;0;0;0.1;-;-;-;0;0;-;0;-;0;-;0;-;-;-;0;-;0;-;-;-;-;0;-;0;-;-;0;-;-;-;-;-;0;0;0;-;0;0;-;-;-;0;-;0;0;0;0;-;-;0;0;0;0;-;-;-;0;-;0.3;-;-;-;0;-;-;0;-;0;0;-;-;-;0;-;0;0.1;-;0;0;-;0;-;-;-;-;-;0;0;0;0;0;0;0;0;0;-;-;0;0;-;0.4;0;0;-;-;-;-;0;0;0;-;-;0;-;-;-;0;0;0.1;-;0;0;-;-;0;-;-;-;0;-;0;0;0;-;0;0;0;0;0;0.2;0.4;0;-;-;-;-;-;0;0;0;0;0;0;-;0;-;-;0.1;0;-;0;-;0;0;-;0;-;0;-;0;-;-;-;-;-;-;0;0;0;0;-;-;-;-;-;0;0;-;-;0;0;0;-;-;0;-;-
